"chrom","start","end","strand","gene.name"
"1",53062052,53085502,"+","PODN"
"1",53087179,53142632,"-","SLC1A7"
"1",53196429,53214197,"+","CPT2"
"1",53214099,53220617,"-","C1orf123"
"1",53226892,53238610,"-","MAGOH"
"1",53242364,53328070,"-","LRP8"
"1",53459399,53467488,"+","DMRTB1"
"1",53506237,53738106,"-","GLIS1"
"1",53765460,53838860,"-","NDC1"
"1",53851719,53889834,"-","YIPF1"
"1",53891239,53911086,"+","DIO1"
"1",53916574,53945929,"-","HSPB11"
"1",53946077,53968168,"+","LRRC42"
"1",54007299,54018186,"-","LDLRAD1"
"1",54026681,54053504,"-","TMEM59"
"1",54053587,54112519,"+","TCEANC2"
"1",54132968,54153770,"-","CDCP2"
"1",54169651,54200036,"-","CYB5RL"
"1",54184041,54225464,"+","MRPL37"
"1",54225432,54413479,"-","SSBP3"
"1",54542257,54639192,"+","ACOT11"
"1",54609182,54623556,"-","FAM151A"
"1",54641754,54710266,"+","MROH7"
"1",54715822,54742657,"+","TTC4"
"1",54756898,54764514,"-","PARS2"
"1",54779712,54801267,"-","TTC22"
"1",54806063,54842252,"+","LEXM"
"1",54849633,54887218,"-","DHCR24"
"1",54980792,54992293,"+","TMEM61"
"1",54998193,55011784,"+","BSND"
"1",55039548,55064852,"+","PCSK9"
"1",55066359,55215113,"-","USP24"
"1",56494747,56645301,"-","PLPP3"
"1",56645322,56715335,"+","PRKAA2"
"1",56718804,56819696,"-","C1orf168"
"1",56854806,56918221,"+","C8A"
"1",56929210,56966140,"-","C8B"
"1",56994778,58546734,"-","DAB1"
"1",58415384,58546802,"-","OMA1"
"1",58575423,58577773,"-","TACSTD2"
"1",58654739,58700092,"-","MYSM1"
"1",58780788,58784327,"-","JUN"
"1",59296638,59810647,"+","FGGY"
"1",59814786,59876378,"+","HOOK1"
"1",59893308,59926790,"-","CYP2J2"
"1",59987269,60073770,"-","C1orf87"
"1",60865259,61462793,"+","NFIA"
"1",61681046,61725423,"-","TM2D1"
"1",61742406,62178675,"+","PATJ"
"1",62194831,62212328,"+","L1TD1"
"1",62236979,62319414,"-","KANK4"
"1",62436297,62451804,"+","USP1"
"1",62454298,62688368,"-","DOCK7"
"1",62597487,62606159,"+","ANGPTL3"
"1",62784135,62865513,"+","ATG4C"
"1",63323041,63325126,"+","FOXD3"
"1",63367590,63438562,"+","ALG6"
"1",63440770,63593721,"-","ITGB3BP"
"1",63523372,63572693,"+","EFCAB7"
"1",63593276,63660245,"+","PGM1"
"1",63774022,64181498,"+","ROR1"
"1",64203627,64267368,"+","UBE2U"
"1",64470792,64693058,"+","CACHD1"
"1",64745095,64833232,"+","RAVER2"
"1",64833229,64966504,"-","JAK1"
"1",65147549,65232145,"+","AK4"
"1",65248219,65415869,"+","DNAJC6"
"1",65420587,65436007,"+","LEPROT"
"1",65420652,65641559,"+","LEPR"
"1",65792514,66374579,"+","PDE4B"
"1",66533383,66748299,"+","SGIP1"
"1",66752459,66778787,"+","TCTEX1D1"
"1",66797741,66801256,"-","INSL5"
"1",66812885,66924887,"-","WDR78"
"1",66924895,66988619,"+","MIER1"
"1",66999332,67054099,"-","SLC35D1"
"1",67092165,67231853,"-","C1orf141"
"1",67138907,67259979,"+","IL23R"
"1",67307364,67396900,"+","IL12RB2"
"1",67407810,67430415,"-","SERBP1"
"1",67685061,67688338,"+","GADD45A"
"1",67701466,67833467,"-","GNG12"
"1",68045896,68051631,"-","DIRAS3"
"1",68098473,68233120,"-","WLS"
"1",68428822,68449959,"-","RPE65"
"1",68474152,68497221,"-","DEPDC1"
"1",69568398,70151945,"+","LRRC7"
"1",70144805,70205620,"-","LRRC40"
"1",70205682,70253052,"+","SRSF11"
"1",70260588,70354734,"-","ANKRD13C"
"1",70354805,70385339,"+","HHLA3"
"1",70411218,70439851,"+","CTH"
"1",70852353,71047808,"-","PTGER3"
"1",71063291,71081297,"-","ZRANB2"
"1",71395940,72282734,"-","NEGR1"
"1",74026015,74198187,"-","LRRIQ3"
"1",74198212,74234086,"+","FPGT"
"1",74198235,74543982,"+","FPGT-TNNI3K"
"1",74235401,74544428,"+","TNNI3K"
"1",74568111,74673738,"-","ERICH3"
"1",74705482,74733408,"-","CRYZ"
"1",74733152,74766678,"+","TYW3"
"1",75128434,75161533,"+","LHX8"
"1",75202131,75611116,"-","SLC44A5"
"1",75724347,75787575,"+","ACADM"
"1",75786197,75795079,"+","RABGGTB"
"1",75796882,75913238,"+","MSH4"
"1",75918873,75932431,"-","ASB17"
"1",76074719,76634601,"+","ST6GALNAC3"
"1",76867441,77065711,"+","ST6GALNAC5"
"1",77088990,77219430,"-","PIGK"
"1",77282051,77559969,"+","AK5"
"1",77562416,77683419,"-","ZZZ3"
"1",77695987,77759852,"-","USP33"
"1",77779624,77879539,"+","MIGA1"
"1",77888513,77943895,"+","NEXN"
"1",77944055,77979110,"-","FUBP1"
"1",77979175,78017964,"+","DNAJB4"
"1",77979542,78138449,"+","GIPC2"
"1",78303884,78539749,"+","PTGFR"
"1",78619922,78646145,"+","IFI44L"
"1",78649796,78664078,"+","IFI44"
"1",78889764,79006718,"-","ADGRL4"
"1",81306160,81992436,"+","ADGRL2"
"1",83865028,83999150,"-","TTLL7"
"1",84078062,84238498,"+","PRKACB"
"1",84298366,84389957,"+","SAMD13"
"1",84398532,84415018,"+","DNASE2B"
"1",84479259,84497790,"+","RPF1"
"1",84498325,84506565,"-","GNG5"
"1",84549606,84574480,"-","CTBS"
"1",84643707,84690803,"-","SSX2IP"
"1",84811602,84893213,"-","LPAR3"
"1",84925583,84997113,"-","MCOLN2"
"1",84999147,85133138,"+","WDR63"
"1",85018082,85048499,"-","MCOLN3"
"1",85156873,85201046,"-","SYDE2"
"1",85249953,85259672,"-","C1orf52"
"1",85266248,85277090,"-","BCL10"
"1",85318481,85578363,"-","DDAH1"
"1",85580761,85583962,"+","CYR61"
"1",85649423,85708433,"-","ZNHIT6"
"1",85729233,86156943,"-","COL24A1"
"1",86346824,86396342,"-","ODF2L"
"1",86424086,86456558,"+","CLCA2"
"1",86468368,86500289,"+","CLCA1"
"1",86547078,86580754,"+","CLCA4"
"1",86704570,86748184,"+","SH3GLB1"
"1",86862445,86914424,"-","SEP15"
"1",86914648,87109998,"+","HS2ST1"
"1",87328468,87348923,"+","LMO4"
"1",88684222,88836255,"+","PKN2"
"1",88852932,88891944,"-","GTF2B"
"1",88935773,88992953,"-","CCBL2"
"1",88979456,88992960,"-","RBMXL1"
"1",89006666,89022894,"-","GBP3"
"1",89052319,89065360,"-","GBP1"
"1",89106132,89150456,"-","GBP2"
"1",89131751,89176040,"-","GBP7"
"1",89181148,89198932,"-","GBP4"
"1",89258950,89272804,"-","GBP5"
"1",89364058,89386461,"+","GBP6"
"1",89524836,89597864,"+","LRRC8B"
"1",89633072,89769903,"+","LRRC8C"
"1",89821014,89936611,"+","LRRC8D"
"1",89995112,90035531,"+","ZNF326"
"1",90711539,90717237,"-","BARHL2"
"1",90915298,91022272,"-","ZNF644"
"1",91260766,91404869,"-","HFM1"
"1",91500893,91525764,"+","CDC7"
"1",91680343,91906335,"-","TGFBR3"
"1",91949371,92014426,"+","BRDT"
"1",92029982,92063536,"+","EPHX4"
"1",92074533,92075441,"-","SETSIP"
"1",92080305,92184725,"+","BTBD8"
"1",92217940,92245813,"+","C1orf146"
"1",92246402,92298987,"-","GLMN"
"1",92298965,92402056,"+","RPAP2"
"1",92474762,92486876,"-","GFI1"
"1",92508696,92792404,"-","EVI5"
"1",92831983,92841924,"+","RPL5"
"1",92832737,92961522,"-","FAM69A"
"1",93079235,93139081,"+","MTF2"
"1",93149742,93180728,"-","TMED5"
"1",93179919,93278730,"+","CCDC18"
"1",93345888,93369498,"+","DR1"
"1",93448131,93554661,"+","FNBP1L"
"1",93561786,93847150,"-","BCAR3"
"1",93866283,93879918,"-","DNTTIP2"
"1",93885205,93909456,"-","GCLM"
"1",93992835,94121132,"-","ABCA4"
"1",94148988,94275068,"-","ARHGAP29"
"1",94418455,94518666,"+","ABCD3"
"1",94529225,94541800,"-","F3"
"1",94820342,94895246,"+","SLC44A3"
"1",94896949,94927278,"-","CNN3"
"1",94974407,95072945,"-","ALG14"
"1",95117338,95197607,"+","TMEM56"
"1",95117923,95247225,"+","TMEM56-RWDD3"
"1",95234155,95247225,"+","RWDD3"
"1",96721665,96823738,"+","PTBP2"
"1",97077743,97995000,"-","DPYD"
"1",98661701,98760500,"+","SNX7"
"1",98890245,99005032,"-","PLPPR5"
"1",99263953,99309590,"+","PLPPR4"
"1",99645943,99694541,"+","PALMD"
"1",99708632,99766631,"-","FRRS1"
"1",99850084,99924023,"+","AGL"
"1",99969351,100035637,"+","SLC35A3"
"1",100038097,100083377,"+","MFSD14A"
"1",100083563,100132955,"-","SASS6"
"1",100133150,100150497,"+","TRMT13"
"1",100148449,100178273,"-","LRRC39"
"1",100186919,100249834,"-","DBT"
"1",100266207,100292769,"+","RTCA"
"1",100345001,100520278,"+","CDC14A"
"1",100538137,100542018,"+","GPR88"
"1",100719742,100739045,"+","VCAM1"
"1",100872372,100895998,"-","EXTL2"
"1",100896076,100981753,"+","SLC30A7"
"1",100989623,101026088,"-","DPH5"
"1",101236888,101241518,"+","S1PR1"
"1",101802574,101997030,"-","OLFM3"
"1",102876467,103108872,"-","COL11A1"
"1",103525691,103555239,"+","RNPC3"
"1",103553815,103579534,"+","AMY2B"
"1",103616811,103625780,"+","AMY2A"
"1",103655290,103664554,"+","AMY1A"
"1",103687415,103696680,"-","AMY1B"
"1",103750406,103758690,"+","AMY1C"
"1",107056679,107059294,"+","PRMT6"
"1",107140007,107483458,"+","NTNG1"
"1",107571160,107965144,"-","VAV3"
"1",108134036,108200849,"-","SLC25A24"
"1",108223341,108244081,"-","NBPF4"
"1",108450282,108471002,"+","NBPF6"
"1",108560089,108644900,"+","FAM102B"
"1",108648290,108661526,"-","HENMT1"
"1",108692323,108701803,"+","PRPF38B"
"1",108712657,108742740,"+","FNDC7"
"1",108746674,108809526,"+","STXBP3"
"1",108815898,108858228,"-","AKNAD1"
"1",108875350,108934545,"+","GPSM2"
"1",108929508,108963457,"-","CLCC1"
"1",108970214,109042113,"-","WDR47"
"1",109062486,109076002,"-","TAF13"
"1",109089803,109096934,"+","TMEM167B"
"1",109105951,109113857,"-","C1orf194"
"1",109113679,109206781,"+","KIAA1324"
"1",109213918,109238169,"+","SARS"
"1",109250019,109275750,"+","CELSR2"
"1",109279556,109283186,"-","PSRC1"
"1",109292365,109307041,"-","MYBPHL"
"1",109309568,109397951,"-","SORT1"
"1",109399031,109426427,"-","PSMA5"
"1",109466628,109482137,"+","SYPL2"
"1",109483479,109492804,"+","ATXN7L2"
"1",109494052,109502932,"+","CYB561D1"
"1",109504175,109509738,"-","AMIGO1"
"1",109539872,109548406,"+","GPR61"
"1",109548611,109618321,"+","GNAI3"
"1",109603267,109619929,"-","GNAT2"
"1",109616104,109632051,"+","AMPD2"
"1",109656081,109674836,"+","GSTM4"
"1",109668022,109709551,"+","GSTM2"
"1",109687814,109709039,"+","GSTM1"
"1",109712255,109775428,"+","GSTM5"
"1",109733932,109741038,"-","GSTM3"
"1",109750080,109764027,"-","EPS8L3"
"1",109910242,109930992,"+","CSF1"
"1",109984686,110023741,"+","AHCYL1"
"1",110031577,110074641,"+","STRIP1"
"1",110059994,110070700,"-","ALX3"
"1",110112468,110113945,"+","UBL4B"
"1",110150486,110202202,"+","SLC6A17"
"1",110211343,110283100,"+","KCNC4"
"1",110338506,110346681,"+","RBM15"
"1",110362848,110391082,"-","SLC16A4"
"1",110401249,110407942,"-","LAMTOR5"
"1",110451200,110457354,"+","PROK1"
"1",110517217,110519175,"-","KCNA10"
"1",110519837,110631474,"-","KCNA2"
"1",110672465,110675033,"-","KCNA3"
"1",110873154,110899928,"+","CD53"
"1",110947185,110964079,"-","LRIF1"
"1",111117333,111140216,"-","DRAM2"
"1",111139627,111185102,"+","CEPT1"
"1",111187174,111204535,"-","DENND2D"
"1",111200771,111243440,"+","CHI3L2"
"1",111290862,111320566,"+","CHIA"
"1",111346288,111353013,"+","PIFO"
"1",111414314,111427777,"-","OVGP1"
"1",111439890,111449376,"-","WDR77"
"1",111448864,111462773,"+","ATP5F1"
"1",111473792,111478512,"+","C1orf162"
"1",111483348,111563962,"-","TMIGD3"
"1",111499429,111503760,"-","ADORA3"
"1",111542218,111716691,"+","RAP1A"
"1",111680630,111739424,"-","FAM212B"
"1",111722064,111755824,"-","RP4-773A18.10"
"1",111755245,111768016,"+","DDX20"
"1",111770662,111989155,"-","KCND3"
"1",112396181,112463456,"+","CTTNBP2NL"
"1",112466541,112530165,"+","WNT2B"
"1",112523518,112620825,"-","ST7L"
"1",112619173,112671619,"+","CAPZA1"
"1",112673141,112700746,"+","MOV10"
"1",112701106,112707434,"-","RHOC"
"1",112709994,112715477,"-","PPM1J"
"1",112720419,112727235,"+","FAM19A3"
"1",112911847,112957013,"-","SLC16A1"
"1",113073209,113132260,"+","LRIG2"
"1",113390749,113685923,"+","MAGI3"
"1",113696831,113759489,"-","PHTF1"
"1",113761832,113812476,"-","RSBN1"
"1",113813811,113871759,"-","PTPN22"
"1",113878168,113887547,"-","BCL2L15"
"1",113894748,113905201,"-","AP4B1"
"1",113905141,113914086,"+","DCLRE1B"
"1",113929192,113977869,"+","HIPK1"
"1",113979391,114035572,"+","OLFML3"
"1",114089291,114153919,"-","SYT6"
"1",114392777,114511160,"-","TRIM33"
"1",114567557,114581639,"-","BCAS2"
"1",114582848,114670422,"-","DENND2C"
"1",114673090,114695618,"-","AMPD1"
"1",114704469,114716894,"-","NRAS"
"1",114716913,114758676,"-","CSDE1"
"1",114769479,114780685,"-","SIKE1"
"1",114854803,114995370,"+","SYCP1"
"1",115029824,115034309,"+","TSHB"
"1",115048011,115089500,"-","TSPAN2"
"1",115285918,115338236,"-","NGF"
"1",115641953,115698224,"+","VANGL1"
"1",115700007,115768781,"-","CASQ2"
"1",115836377,115843917,"-","NHLH2"
"1",115976498,116070054,"+","SLC22A15"
"1",116111755,116135240,"+","MAB21L3"
"1",116372668,116410261,"+","ATP1A1"
"1",116514535,116571039,"-","CD58"
"1",116574399,116667755,"-","IGSF3"
"1",116754385,116769228,"+","CD2"
"1",116910057,116990358,"+","PTGFRN"
"1",117001750,117036476,"+","CD101"
"1",117060303,117107453,"+","TTF2"
"1",117111060,117122587,"-","TRIM45"
"1",117143587,117210960,"-","VTCN1"
"1",117367449,117528872,"+","MAN1A2"
"1",117605934,117628372,"+","FAM46C"
"1",117863485,117929630,"-","GDAP2"
"1",117929720,117966542,"+","WDR3"
"1",117953861,118185223,"-","SPAG17"
"1",118883046,118989556,"-","TBX15"
"1",119031216,119140671,"-","WARS2"
"1",119368779,119394130,"+","HAO2"
"1",119414931,119423035,"+","HSD3B2"
"1",119507198,119515054,"+","HSD3B1"
"1",119619422,119647773,"-","ZNF697"
"1",119648411,119744226,"+","PHGDH"
"1",119747996,119768905,"-","HMGCS2"
"1",119794018,119811660,"-","REG4"
"1",119893533,119896495,"-","ADAM30"
"1",119911553,120069626,"-","NOTCH2"
"1",120150898,120176515,"-","SEC22B"
"1",120889746,120890405,"+","PPIAL4A"
"1",121087345,121096310,"+","FCGR1B"
"1",121167646,121185539,"-","FAM72B"
"1",121184810,121392822,"+","SRGAP2C"
"1",143955364,143971965,"-","FAM72C"
"1",144372875,144373659,"-","PPIAL4E"
"1",144421386,144461674,"-","NBPF15"
"1",144592868,144593527,"+","PPIAL4F"
"1",144887265,145095528,"-","SRGAP2B"
"1",145096000,145112696,"+","FAM72D"
"1",145241630,145242124,"-","PPIAL4D"
"1",145289900,145405778,"-","NBPF20"
"1",145607990,145670648,"+","GPR89A"
"1",145670852,145708148,"-","PDZK1"
"1",145719471,145739288,"+","CD160"
"1",145738868,145824077,"-","RNF115"
"1",145824088,145842505,"+","POLR3C"
"1",145845629,145848953,"+","NUDT17"
"1",145848522,145859836,"-","PIAS3"
"1",145866560,145885866,"-","ANKRD35"
"1",145891208,145910189,"-","ITGA10"
"1",145911350,145918837,"-","PEX11B"
"1",145917714,145927678,"-","RBM8A"
"1",145933423,145958001,"-","LIX1L"
"1",145959442,145964582,"-","ANKRD34A"
"1",145964702,145978848,"+","POLR3GL"
"1",145992435,145996600,"-","TXNIP"
"1",146017468,146036746,"-","HFE2"
"1",146064699,146144804,"-","NBPF10"
"1",146146203,146229026,"-","NOTCH2NL"
"1",146938744,146996202,"+","NBPF12"
"1",147155106,147172550,"-","PRKAB2"
"1",147175351,147243050,"-","FMO5"
"1",147242641,147295766,"+","CHD1L"
"1",147541412,147626216,"+","BCL9"
"1",147629652,147670496,"-","ACP6"
"1",147756199,147773362,"-","GJA5"
"1",147907956,147909257,"+","GJA8"
"1",147928393,147993521,"+","GPR89B"
"1",148102046,148152322,"-","NBPF11"
"1",148479824,148483679,"-","PPIAL4G"
"1",148808181,149048286,"+","PDE4DIP"
"1",149054027,149103561,"-","NBPF9"
"1",149583865,149584464,"+","PPIAL4C"
"1",149782671,149792518,"+","FCGR1A"
"1",149782689,149812373,"-","HIST2H2BF"
"1",149813271,149813681,"-","HIST2H3D"
"1",149832659,149839767,"+","HIST2H4A"
"1",149839538,149841193,"-","HIST2H3C"
"1",149842188,149842736,"-","HIST2H2AA3"
"1",149851061,149851624,"+","HIST2H2AA4"
"1",149852619,149854274,"+","HIST2H3A"
"1",149854045,149861210,"-","HIST2H4B"
"1",149884459,149886652,"-","HIST2H2BE"
"1",149886975,149887364,"+","HIST2H2AC"
"1",149887524,149887916,"-","HIST2H2AB"
"1",149887890,149900798,"+","BOLA1"
"1",149903318,149917882,"-","SV2A"
"1",149923317,149928344,"-","SF3B4"
"1",149928651,149936869,"-","MTMR11"
"1",149937812,150010676,"-","OTUD7B"
"1",150067279,150145329,"+","VPS45"
"1",150149183,150164720,"+","PLEKHO1"
"1",150218417,150236156,"-","ANP32E"
"1",150257159,150265078,"+","CA14"
"1",150265399,150269580,"-","APH1A"
"1",150268200,150280916,"+","C1orf54"
"1",150282543,150287093,"+","CIART"
"1",150293720,150308979,"+","MRPS21"
"1",150321476,150353195,"+","PRPF3"
"1",150363091,150476566,"+","RPRD2"
"1",150487364,150507609,"+","TARS2"
"1",150508062,150513789,"+","ECM1"
"1",150549369,150560937,"+","ADAMTSL4"
"1",150574551,150579738,"-","MCL1"
"1",150600851,150629612,"-","ENSA"
"1",150646225,150697144,"-","GOLPH3L"
"1",150698060,150720888,"-","HORMAD1"
"1",150730196,150765957,"-","CTSS"
"1",150796208,150808323,"-","CTSK"
"1",150809705,150876768,"-","ARNT"
"1",150926263,150964744,"+","SETDB1"
"1",150960583,150975004,"-","CERS2"
"1",150982017,150995634,"+","ANXA9"
"1",150996086,151008375,"-","FAM63A"
"1",151008420,151035713,"+","PRUNE"
"1",151036570,151047600,"+","BNIPL"
"1",151047740,151051986,"+","C1orf56"
"1",151050971,151070325,"-","CDC42SE1"
"1",151057758,151068497,"+","MLLT11"
"1",151070578,151125542,"+","GABPB2"
"1",151131685,151146664,"-","SEMA6C"
"1",151156629,151159749,"+","TNFAIP8L2"
"1",151156664,151170297,"+","SCNM1"
"1",151159748,151165948,"-","LYSMD1"
"1",151169986,151176284,"-","TMOD4"
"1",151169987,151195321,"-","VPS72"
"1",151197949,151249536,"+","PIP5K1A"
"1",151254703,151267479,"+","PSMD4"
"1",151281618,151292180,"+","ZNF687"
"1",151291797,151327715,"-","PI4KB"
"1",151340640,151347357,"-","RFX5"
"1",151364302,151372733,"-","SELENBP1"
"1",151399534,151401944,"+","PSMB4"
"1",151402724,151459465,"-","POGZ"
"1",151510510,151538692,"+","CGN"
"1",151540305,151583583,"+","TUFT1"
"1",151612006,151699091,"+","SNX27"
"1",151702404,151716814,"-","CELF3"
"1",151710433,151729805,"+","RIIAD1"
"1",151759643,151763564,"-","MRPL9"
"1",151762899,151771334,"+","OAZ3"
"1",151770107,151791416,"-","TDRKH"
"1",151800264,151806154,"-","LINGO4"
"1",151806071,151831872,"-","RORC"
"1",151837819,151840557,"-","C2CD4D"
"1",151847263,151853697,"-","THEM5"
"1",151873584,151909808,"-","THEM4"
"1",151982915,151994390,"-","S100A10"
"1",152032506,152047907,"-","S100A11"
"1",152084144,152089064,"-","TCHHL1"
"1",152106317,152115454,"-","TCHH"
"1",152153595,152159228,"-","RPTN"
"1",152212082,152224193,"-","HRNR"
"1",152302175,152325203,"-","FLG"
"1",152348735,152360006,"-","FLG2"
"1",152409243,152414263,"-","CRNN"
"1",152510844,152512177,"+","LCE5A"
"1",152514502,152516010,"+","CRCT1"
"1",152565654,152566772,"-","LCE3E"
"1",152579381,152580504,"-","LCE3D"
"1",152600662,152601086,"+","LCE3C"
"1",152613811,152614098,"+","LCE3B"
"1",152622834,152623103,"-","LCE3A"
"1",152663396,152664659,"+","LCE2D"
"1",152675295,152676574,"+","LCE2C"
"1",152686123,152687401,"+","LCE2B"
"1",152698364,152699442,"+","LCE2A"
"1",152708160,152709491,"+","LCE4A"
"1",152719522,152720470,"+","C1orf68"
"1",152759561,152762052,"+","KPRP"
"1",152776372,152776728,"+","LCE1F"
"1",152786214,152788426,"+","LCE1E"
"1",152796751,152798181,"+","LCE1D"
"1",152804835,152806628,"-","LCE1C"
"1",152811971,152813109,"+","LCE1B"
"1",152827473,152827894,"+","LCE1A"
"1",152842868,152843983,"+","LCE6A"
"1",152878317,152885047,"+","SMCP"
"1",152908545,152911886,"+","IVL"
"1",152970666,152972574,"+","SPRR4"
"1",152985231,152985500,"+","SPRR1A"
"1",153001747,153003856,"+","SPRR3"
"1",153031202,153032900,"+","SPRR1B"
"1",153039725,153041931,"-","SPRR2D"
"1",153056113,153057537,"-","SPRR2A"
"1",153070224,153070840,"-","SPRR2B"
"1",153093135,153106184,"-","SPRR2E"
"1",153112114,153113515,"-","SPRR2F"
"1",153149582,153150869,"-","SPRR2G"
"1",153203443,153205120,"+","LELP1"
"1",153217584,153219317,"+","PRR9"
"1",153259700,153262122,"+","LOR"
"1",153297862,153310718,"-","PGLYRP3"
"1",153330120,153348840,"-","PGLYRP4"
"1",153357854,153361027,"+","S100A9"
"1",153373706,153375649,"-","S100A12"
"1",153390032,153391188,"-","S100A8"
"1",153416524,153423225,"+","S100A7A"
"1",153457744,153460701,"-","S100A7"
"1",153534599,153536244,"-","S100A6"
"1",153537147,153541765,"-","S100A5"
"1",153543613,153550136,"-","S100A4"
"1",153547329,153549372,"-","S100A3"
"1",153561108,153567890,"-","S100A2"
"1",153606886,153613145,"-","S100A16"
"1",153614255,153616986,"-","S100A14"
"1",153618787,153631360,"-","S100A13"
"1",153627926,153632039,"+","S100A1"
"1",153633982,153646306,"+","CHTOP"
"1",153658654,153661830,"+","SNAPIN"
"1",153661788,153671048,"-","ILF2"
"1",153678637,153693992,"+","NPR1"
"1",153728067,153774808,"+","INTS3"
"1",153774354,153780157,"+","SLC27A3"
"1",153789030,153923360,"-","GATAD2B"
"1",153929501,153946696,"-","DENND4B"
"1",153947669,153958625,"-","CRTC2"
"1",153959099,153968184,"-","SLC39A1"
"1",153967534,153974363,"+","CREB3L4"
"1",153974269,153977688,"-","JTB"
"1",153981617,153986358,"-","RAB13"
"1",153990755,153992155,"+","RPS27"
"1",153992685,154155116,"-","NUP210L"
"1",154155304,154194648,"-","TPM3"
"1",154199372,154206333,"-","C1orf189"
"1",154206706,154220637,"-","C1orf43"
"1",154220179,154271510,"+","UBAP2L"
"1",154272511,154275875,"+","HAX1"
"1",154321090,154325325,"+","AQP10"
"1",154325553,154351307,"+","ATP8B2"
"1",154405193,154469450,"+","IL6R"
"1",154469772,154502113,"-","SHE"
"1",154502219,154548147,"+","TDRD10"
"1",154548577,154559028,"-","UBE2Q1"
"1",154567781,154580026,"+","CHRNB2"
"1",154582062,154627999,"-","ADAR"
"1",154697455,154870280,"-","KCNN3"
"1",154924734,154936991,"-","PMVK"
"1",154944076,154956123,"-","PBXIP1"
"1",154957026,154963853,"-","PYGO2"
"1",154962298,154974395,"-","SHC1"
"1",154974653,154979249,"+","CKS1B"
"1",154983338,154993111,"+","FLAD1"
"1",154993586,154994315,"+","LENEP"
"1",155002630,155018522,"+","ZBTB7B"
"1",155018520,155033781,"-","DCST2"
"1",155033824,155050930,"+","DCST1"
"1",155050566,155062775,"+","ADAM15"
"1",155063731,155069553,"+","EFNA4"
"1",155078872,155087538,"+","EFNA3"
"1",155127460,155134857,"+","EFNA1"
"1",155135344,155138857,"+","SLC50A1"
"1",155139891,155140595,"-","DPM3"
"1",155169408,155173475,"-","KRTCAP2"
"1",155173787,155184971,"+","TRIM46"
"1",155185824,155192916,"-","MUC1"
"1",155195588,155209051,"-","THBS3"
"1",155208699,155213824,"+","MTX1"
"1",155234452,155244699,"-","GBA"
"1",155247205,155255483,"-","FAM189B"
"1",155255979,155262430,"-","SCAMP3"
"1",155262868,155278491,"-","CLK2"
"1",155277583,155289848,"+","HCN3"
"1",155289293,155301434,"-","PKLR"
"1",155308748,155320666,"+","FDPS"
"1",155320896,155331114,"+","RUSC1"
"1",155335268,155562807,"-","ASH1L"
"1",155610205,155614967,"+","MSTO1"
"1",155659443,155689000,"-","YY1AP1"
"1",155687960,155739010,"+","DAP3"
"1",155749662,155859400,"-","GON4L"
"1",155859509,155885199,"+","SYT11"
"1",155897808,155911404,"-","RIT1"
"1",155913043,155934400,"-","KIAA0907"
"1",155941710,155942949,"+","RXFP4"
"1",155946851,156007070,"-","ARHGEF2"
"1",156009048,156020959,"-","SSR2"
"1",156035301,156053794,"-","UBQLN4"
"1",156054752,156058510,"+","LAMTOR2"
"1",156061160,156070514,"+","RAB25"
"1",156072013,156081998,"-","MEX3A"
"1",156082573,156140089,"+","LMNA"
"1",156147366,156177752,"+","SEMA4A"
"1",156193932,156212796,"+","SLC25A44"
"1",156212982,156243332,"+","PMF1-BGLAP"
"1",156212993,156240042,"+","PMF1"
"1",156241962,156243321,"+","BGLAP"
"1",156243321,156248117,"-","PAQR6"
"1",156249224,156282825,"-","SMG5"
